20011003	,21.410526315789472
20011004	,13.896000000000003
20011005	,9.657024793388427
20011006	,6.49298245614035
20011007	,4.8945945945945954
20011008	,11.902830188679246
20011009	,16.9219298245614
20011010	,17.36062992125984
20011011	,14.516935483870965
20011012	,13.276056338028168
20011013	,15.000476190476197
20011014	,12.573825503355708
20011015	,9.39122807017544
20011016	,8.224
20011017	,6.241228070175438
20011018	,10.173043478260869
20011019	,12.376315789473683
20011020	,12.890517241379312
20011021	,13.839316239316242
20011022	,13.619531249999998
20011023	,16.517948717948713
20011024	,15.000483091787437
20011025	,4.777235772357723
20011026	,3.947222222222222
20011027	,4.567521367521367
20011028	,4.908849557522124
20011029	,9.631623931623931
20011030	,9.315702479338839
20011031	,13.775652173913048
20011101	,16.209401709401703
20011102	,16.453174603174602
20011103	,11.934782608695654
20011104	,11.530088495575223
20011105	,6.8279661016949165
20011106	,8.874561403508771
20011107	,12.862608695652172
20011108	,11.664705882352939
20011109	,5.187610619469027
20011110	,9.228205128205127
20011111	,6.7250000000000005
20011112	,6.026315789473683
20011113	,10.457522123893808
20011114	,13.274242424242424
20011115	,16.1
20011116	,12.125757575757577
20011117	,8.979861111111111
20011118	,12.111258278145694
20011119	,9.911851851851852
20011120	,2.618750000000001
20011121	,6.200000000000001
20011122	,8.26126126126126
20011123	,10.790434782608697
20011124	,14.334210526315786
20011125	,8.562931034482759
20011126	,6.727731092436975
20011127	,8.097402597402596
20011128	,3.365217391304348
20011129	,5.318238993710691
20011130	,7.638775510204085
20011201	,4.774264705882352
20011202	,3.41726618705036
20011203	,9.496521739130436
20011204	,13.582758620689658
20011205	,16.796747967479668
20011206	,8.608943089430893
20011207	,4.893984962406014
20011208	,5.665441176470589
20011209	,1.0930434782608696
20011210	,2.82142857142857
20011211	,2.9177966101694914
20011212	,6.45578231292517
20011213	,6.484210526315789
20011214	,1.7604651162790699
20011215	,2.3382165605095544
20011216	,6.0236842105263175
20011217	,6.91275167785235
20011218	,3.1146341463414626
20011219	,2.750318471337579
20011220	,0.78
20011221	,0.08275862068965519
20011222	,4.616666666666666
20011223	,-1.1850299401197606
20011224	,-6.060958904109588
20011225	,-8.010526315789479
20011226	,-9.935820895522388
20011227	,-5.618461538461539
20011228	,-4.242142857142856
20011229	,-8.717543859649123
20011230	,-10.200813008130082
20011231	,-9.610434782608692
20020101	,-7.807142857142857
20020102	,-5.491304347826087
20020103	,-6.018348623853211
20020104	,-3.3491228070175434
20020105	,0.8015384615384615
20020106	,0.3507692307692307
20020107	,-4.689430894308943
20020108	,-1.8771929824561402
20020109	,7.036521739130433
20020110	,5.380909090909091
20020111	,3.1781512605042015
20020112	,2.3653846153846154
20020113	,0.5991071428571428
20020114	,2.8779411764705882
20020115	,0.6290076335877863
20020116	,-0.6683870967741934
20020117	,-4.538571428571428
20020118	,-7.853448275862071
20020119	,-7.02222222222222
20020120	,-1.7368421052631575
20020121	,-0.28028169014084503
20020122	,3.956521739130434
20020123	,7.3601190476190474
20020124	,2.3731343283582085
20020125	,2.8438596491228068
20020126	,5.893103448275863
20020127	,8.54086956521739
20020128	,6.478048780487804
20020129	,1.655555555555555
20020130	,-0.03696969696969698
20020131	,-0.017610062893081743
20020201	,-0.408
20020202	,-4.509565217391304
20020203	,-0.48974358974358984
20020204	,-6.493700787401576
20020205	,-6.363793103448275
20020206	,-1.6694915254237288
20020207	,0.28296296296296286
20020208	,1.7631578947368423
20020209	,4.042608695652174
20020210	,3.3601265822784816
20020211	,-1.6156521739130436
20020212	,3.5192982456140354
20020213	,-2.1939130434782608
20020214	,1.8461538461538465
20020215	,4.2312
20020216	,3.408593749999999
20020217	,0.597391304347826
20020218	,2.230172413793104
20020219	,6.651748251748251
20020220	,8.402547770700638
20020221	,0.48623188405797096
20020222	,-0.4808333333333333
20020223	,1.2102564102564095
20020224	,8.086206896551724
20020225	,5.906818181818183
20020226	,-2.7326633165829133
20020227	,-5.902459016393443
20020228	,-4.851327433628319
20020301	,-3.0271929824561394
20020302	,0.4591160220994476
20020303	,-7.3603896103896105
20020304	,-13.131818181818181
20020305	,-6.383823529411765
20020306	,0.5858156028368797
20020307	,1.463636363636363
20020308	,9.268531468531469
20020309	,7.378571428571428
20020310	,-5.382758620689654
20020311	,0.1646017699115045
20020312	,4.136842105263158
20020313	,7.653043478260867
20020314	,7.524390243902439
20020315	,7.012121212121212
20020316	,1.910084033613445
20020317	,2.0842975206611563
20020318	,3.597931034482759
20020319	,3.9699115044247786
20020320	,4.476027397260272
20020321	,-2.3730769230769235
20020322	,-4.838793103448275
20020323	,3.0211864406779667
20020324	,2.1015999999999995
20020325	,-2.850295857988166
20020326	,-0.39333333333333337
20020327	,0.9913793103448272
20020328	,4.077966101694916
20020329	,5.998802395209584
20020330	,6.182644628099174
20020331	,4.623200000000001
20020401	,1.4986013986013984
20020402	,3.4416058394160585
20020403	,1.8327586206896553
20020404	,0.4844827586206897
20020405	,0.2571428571428572
20020406	,1.1946236559139785
20020407	,3.616129032258065
20020408	,8.618518518518519
20020409	,6.86910569105691
20020410	,7.82087912087912
20020411	,16.2890243902439
20020412	,15.425471698113212
20020413	,8.958196721311475
20020414	,13.262626262626263
20020415	,23.342857142857145
20020416	,25.279120879120875
20020417	,24.351578947368424
20020418	,22.984946236559132
20020419	,17.076237623762378
20020420	,6.827358490566037
20020421	,4.74326923076923
20020422	,3.6322314049586786
20020423	,5.841052631578946
20020424	,14.462037037037033
20020425	,8.621875000000001
20020426	,6.435555555555556
20020427	,6.545454545454548
20020428	,8.570149253731344
20020429	,8.266037735849059
20020430	,12.33010752688172
20020501	,11.068131868131868
20020502	,8.416129032258064
20020503	,7.885555555555556
20020504	,9.984090909090911
20020505	,12.759574468085102
20020506	,18.12719298245614
20020507	,12.588596491228069
20020508	,10.632203389830511
20020509	,14.408333333333331
20020510	,12.608695652173912
20020511	,9.938738738738738
20020512	,8.639333333333333
20020513	,8.594444444444447
20020514	,11.957647058823532
20020515	,14.614130434782604
20020516	,15.62782608695652
20020517	,5.841836734693879
20020518	,5.414285714285713
20020519	,7.218947368421052
20020520	,6.273404255319148
20020521	,6.823913043478262
20020522	,12.22747252747253
20020523	,16.977551020408164
20020524	,12.03396226415094
20020525	,10.08938053097345
20020526	,13.041489361702128
20020527	,18.22826086956522
20020528	,17.93595505617978
20020529	,21.02828282828283
20020530	,23.847872340425535
20020531	,25.748351648351647
20020601	,25.14782608695652
20020602	,18.896842105263158
20020603	,14.756198347107437
20020604	,16.925570776255707
20020605	,14.586419753086425
20020606	,12.47338129496403
20020607	,16.658947368421053
20020608	,21.37956989247312
20020609	,22.883505154639177
20020610	,25.51904761904762
20020611	,23.16691176470588
20020612	,18.740186915887854
20020613	,14.755339805825242
20020614	,15.672868217054265
20020615	,16.91028037383177
20020616	,18.546236559139786
20020617	,19.337634408602145
20020618	,18.91692307692307
20020619	,21.508333333333333
20020620	,27.71153846153846
20020621	,25.435955056179782
20020622	,25.465934065934068
20020623	,27.974725274725277
20020624	,27.25108695652174
20020625	,25.76372549019608
20020626	,24.923000000000002
20020627	,24.109183673469385
20020628	,22.44
20020629	,23.247311827956988
20020630	,26.9978947368421
20020701	,29.423076923076923
20020702	,29.237499999999997
20020703	,29.286363636363635
20020704	,28.122222222222224
20020705	,22.95795454545454
20020706	,23.14361702127659
20020707	,24.968478260869574
20020708	,24.812087912087915
20020709	,23.091964285714287
20020710	,22.160194174757272
20020711	,20.838202247191017
20020712	,21.022222222222226
20020713	,21.655434782608697
20020714	,22.487912087912093
20020715	,22.795348837209303
20020716	,26.610227272727272
20020717	,26.784090909090914
20020718	,27.48064516129032
20020719	,24.46509433962264
20020720	,24.870652173913037
20020721	,30.259139784946235
20020722	,25.620652173913037
20020723	,23.044680851063827
20020724	,21.09438202247191
20020725	,22.07684210526316
20020726	,25.94725274725277
20020727	,25.486904761904768
20020728	,28.857446808510637
20020729	,24.877777777777787
20020730	,26.048863636363635
20020731	,28.973863636363635
20020801	,29.061956521739138
20020802	,25.724999999999994
20020803	,23.578021978021983
20020804	,27.284615384615382
20020805	,25.098
20020806	,21.057471264367816
20020807	,20.31111111111111
20020808	,21.26593406593406
20020809	,22.29032258064516
20020810	,24.76666666666667
20020811	,27.685869565217395
20020812	,27.151612903225807
20020813	,24.410377358490567
20020814	,21.287619047619046
20020815	,22.797916666666676
20020816	,24.682291666666668
20020817	,24.52970297029703
20020818	,20.979310344827585
20020819	,20.32149532710281
20020820	,19.791954022988506
20020821	,23.62159090909091
20020822	,22.759405940594057
20020823	,21.094214876033053
20020824	,22.32843137254902
20020825	,22.40681818181818
20020826	,22.88
20020827	,22.78969072164949
20020828	,22.4989010989011
20020829	,21.18636363636364
20020830	,22.45227272727273
20020831	,23.418390804597703
20020901	,23.671276595744676
20020902	,22.92019230769231
20020903	,24.5125
20020904	,20.56395348837209
20020905	,20.91463414634147
20020906	,22.082758620689653
20020907	,23.56739130434782
20020908	,24.227659574468078
20020909	,26.040625000000006
20020910	,25.53939393939394
20020911	,19.416842105263154
20020912	,18.640659340659344
20020913	,18.89222222222222
20020914	,21.10326086956522
20020915	,19.710204081632654
20020916	,16.998924731182797
20020917	,19.134408602150536
20020918	,20.709183673469383
20020919	,23.8287037037037
20020920	,21.954545454545453
20020921	,19.76774193548387
20020922	,15.326315789473682
20020923	,13.428571428571429
20020924	,12.103260869565215
20020925	,14.482608695652175
20020926	,16.599999999999998
20020927	,16.278846153846157
20020928	,16.36206896551724
20020929	,20.535238095238093
20020930	,24.333333333333332
20021001	,23.853932584269653
20021002	,19.472641509433963
20021003	,15.76494845360825
20021004	,18.988695652173917
20021005	,13.082222222222217
20021006	,15.00869565217391
20021007	,9.601234567901235
20021008	,11.988888888888889
20021009	,13.386021505376343
20021010	,14.374509803921567
20021011	,14.858163265306127
20021012	,15.231192660550457
20021013	,8.365979381443298
20021014	,7.261702127659575
20021015	,8.88901098901099
20021016	,6.591111111111109
20021017	,5.119607843137255
20021018	,7.2707547169811315
20021019	,9.044210526315787
20021020	,5.010989010989011
20021021	,7.439175257731959
20021022	,7.231182795698923
20021023	,6.200000000000001
20021024	,6.473195876288661
20021025	,7.125531914893617
20021026	,7.943137254901964
20021027	,5.680645161290322
20021028	,6.1721649484536085
20021029	,6.950515463917529
20021030	,6.633980582524274
20021031	,5.784042553191489
20021101	,0.9000000000000001
20021102	,2.403333333333333
20021103	,2.608602150537635
20021104	,3.73
20021105	,3.384112149532711
20021106	,3.9952380952380944
20021107	,6.197849462365593
20021108	,12.68085106382979
20021109	,14.276344086021506
20021110	,15.454545454545457
20021111	,5.100000000000001
20021112	,4.284536082474225
20021113	,6.09550561797753
20021114	,10.33775510204082
20021115	,3.9431578947368413
20021116	,1.53265306122449
20021117	,0.49056603773584906
20021118	,0.7176470588235295
20021119	,6.271590909090909
20021120	,7.918681318681316
20021121	,5.347572815533981
20021122	,2.0265957446808502
20021123	,2.5833333333333335
20021124	,1.7200000000000009
20021125	,-2.8765306122448977
20021126	,-3.0697916666666667
20021127	,-3.693548387096775
20021128	,-4.489247311827956
20021129	,3.895698924731185
20021130	,0.14090909090909085
20021201	,-5.266304347826088
20021202	,-0.699236641221374
20021203	,-5.739716312056737
20021204	,-6.079591836734695
20021205	,-5.65263157894737
20021206	,-7.3500000000000005
20021207	,0.6782608695652176
20021208	,-2.5771739130434788
20021209	,-6.455913978494625
20021210	,0.40989010989010993
20021211	,0.4086956521739129
20021212	,1.2103092783505152
20021213	,2.681
20021214	,1.8109090909090912
20021215	,3.1752688172043007
20021216	,0.07647058823529414
20021217	,0.04999999999999999
20021218	,7.208396946564886
20021219	,7.924299065420559
20021220	,1.3634146341463411
20021221	,-0.18699999999999994
20021222	,-1.6510638297872335
20021223	,-1.6705263157894736
20021224	,-3.1941747572815524
20021225	,-2.15
20021226	,-4.001041666666666
20021227	,-4.108510638297873
20021228	,-0.5700000000000002
20021229	,-0.11747572815533976
20021230	,8.61747572815534
20021231	,2.856666666666667
20030101	,-0.6967032967032969
20030102	,-1.6351351351351335
20030103	,-1.5510204081632653
20030104	,-3.13076923076923
20030105	,-0.6915492957746475
20030106	,-0.41926605504587167
20030107	,-0.34725274725274685
20030108	,7.575903614457831
20030109	,4.7877551020408164
20030110	,-3.6933962264150937
20030111	,-9.568131868131868
20030112	,-7.241304347826087
20030113	,-3.8507462686567164
20030114	,-8.139215686274511
20030115	,-11.041111111111112
20030116	,-6.708510638297871
20030117	,-8.154945054945056
20030118	,-9.275892857142859
20030119	,-9.718181818181819
20030120	,-7.083516483516485
20030121	,-10.14606741573033
20030122	,-11.815217391304348
20030123	,-14.96818181818182
20030124	,-12.849462365591398
20030125	,-5.855208333333334
20030126	,-7.923300970873788
20030127	,-13.606741573033707
20030128	,-3.5082568807339443
20030129	,-3.2949494949494955
20030130	,-4.8708333333333345
20030131	,0.637272727272727
20030201	,0.5623853211009175
20030202	,1.5790476190476193
20030203	,2.2037735849056608
20030204	,-2.6466666666666665
20030205	,-9.795555555555557
20030206	,-2.5649484536082476
20030207	,-9.598876404494382
20030208	,-7.586868686868687
20030209	,-8.567391304347826
20030210	,-4.941666666666667
20030211	,-9.027619047619048
20030212	,-8.773148148148149
20030213	,-6.328571428571427
20030214	,-3.548314606741573
20030215	,-3.413513513513514
20030216	,-6.098717948717951
20030217	,-3.7970000000000006
20030218	,-1.49
20030219	,0.5247311827956991
20030220	,3.090425531914894
20030221	,3.1318181818181823
20030222	,0.3216867469879518
20030223	,-6.54712643678161
20030224	,-6.969158878504674
20030225	,-12.466304347826085
20030226	,-7.472826086956521
20030227	,-5.270329670329671
20030228	,-3.0840909090909103
20030301	,-0.36235294117647054
20030302	,-3.115652173913042
20030303	,-7.469026548672566
20030304	,-1.4814159292035396
20030305	,-4.558878504672896
20030306	,-5.611009174311925
20030307	,-1.4990099009900995
20030308	,-0.39629629629629626
20030309	,-11.102083333333335
20030310	,-12.038461538461537
20030311	,-3.4293478260869565
20030312	,2.8429999999999995
20030313	,0.037755102040816294
20030314	,2.217021276595744
20030315	,6.465306122448979
20030316	,10.189795918367347
20030317	,13.708510638297875
20030318	,4.395000000000001
20030319	,3.891044776119404
20030320	,7.406194690265488
20030321	,7.171287128712872
20030322	,5.655813953488373
20030323	,9.660439560439565
20030324	,14.59255319148936
20030325	,11.195698924731186
20030326	,7.245744680851064
20030327	,8.735483870967744
20030328	,11.801041666666668
20030329	,1.9693181818181815
20030330	,0.75
20030331	,3.8219780219780213
20030401	,13.34787234042553
20030402	,8.247872340425534
20030403	,4.916037735849056
20030404	,3.273949579831933
20030405	,-0.8166666666666665
20030406	,0.08289473684210531
20030407	,0.24421052631578938
20030408	,-0.032584269662921335
20030409	,0.7988095238095237
20030410	,4.832894736842105
20030411	,9.323684210526316
20030412	,7.154166666666667
20030413	,6.945945945945949
20030414	,17.064383561643833
20030415	,23.6472972972973
20030416	,12.67837837837838
20030417	,5.298684210526314
20030418	,4.704761904761902
20030419	,11.59047619047619
20030420	,17.42051282051283
20030421	,9.4258064516129
20030422	,6.947499999999998
20030423	,5.474666666666667
20030424	,7.359210526315789
20030425	,9.800000000000002
20030426	,8.00657894736842
20030427	,12.413333333333334
20030428	,18.38947368421053
20030429	,12.478666666666667
20030430	,9.798019801980196
20030501	,8.99895833333333
20030502	,7.948780487804878
20030503	,7.431578947368422
20030504	,8.602631578947367
20030505	,13.54526315789474
20030506	,14.806329113924049
20030507	,10.328048780487805
20030508	,10.782608695652172
20030509	,14.555445544554457
20030510	,17.535135135135135
20030511	,13.047252747252747
20030512	,13.064935064935066
20030513	,15.023376623376626
20030514	,12.135616438356166
20030515	,10.21685393258427
20030516	,12.116216216216216
20030517	,11.582432432432432
20030518	,13.33108108108108
20030519	,16.32444444444445
20030520	,16.729166666666668
20030521	,9.814473684210528
20030522	,10.313157894736847
20030523	,11.710526315789476
20030524	,13.275342465753425
20030525	,13.936842105263162
20030526	,14.657894736842104
20030527	,16.131578947368418
20030528	,16.118055555555557
20030529	,14.218604651162787
20030530	,15.084415584415584
20030531	,12.01827956989247
20030601	,9.292857142857143
20030602	,12.019444444444442
20030603	,12.77012987012987
20030604	,14.493243243243244
20030605	,16.457894736842103
20030606	,16.44415584415584
20030607	,17.434831460674154
20030608	,16.178431372549017
20030609	,17.689473684210522
20030610	,18.842857142857138
20030611	,15.735632183908043
20030612	,14.297619047619046
20030613	,16.052808988764045
20030614	,17.828205128205134
20030615	,18.348
20030616	,18.61315789473684
20030617	,19.12631578947368
20030618	,21.21477272727273
20030619	,16.549382716049383
20030620	,15.622666666666671
20030621	,17.31216216216216
20030622	,19.723529411764705
20030623	,23.555714285714284
20030624	,26.49610389610389
20030625	,28.019178082191782
20030626	,22.15806451612903
20030627	,20.64473684210526
20030628	,20.806818181818183
20030629	,21.375308641975305
20030630	,22.72368421052631
20030701	,23.474999999999994
20030702	,23.776623376623377
20030703	,26.094805194805193
20030704	,27.799999999999997
20030705	,25.065217391304348
20030706	,23.46923076923077
20030707	,21.64678899082569
20030708	,21.919999999999995
20030709	,19.628421052631573
20030710	,21.654022988505755
20030711	,19.345544554455447
20030712	,20.58974358974359
20030713	,21.659210526315793
20030714	,22.13421052631579
20030715	,24.069318181818186
20030716	,22.457534246575342
20030717	,22.749450549450554
20030718	,19.66703296703296
20030719	,19.71578947368421
20030720	,23.597530864197527
20030721	,22.262376237623762
20030722	,19.06590909090909
20030723	,19.05599999999999
20030724	,19.900000000000002
20030725	,21.723287671232875
20030726	,24.632894736842108
20030727	,24.429069767441867
20030728	,19.672151898734175
20030729	,19.179746835443037
20030730	,20.076
20030731	,23.257692307692306
20030801	,23.045
20030802	,21.90864197530864
20030803	,20.823076923076922
20030804	,18.053508771929824
20030805	,19.99148936170213
20030806	,22.47088607594937
20030807	,22.192307692307686
20030808	,21.12043010752688
20030809	,20.18977272727273
20030810	,21.663291139240506
20030811	,20.466666666666672
20030812	,20.9
20030813	,21.49318181818182
20030814	,22.749411764705876
20030815	,24.110126582278482
20030816	,27.285526315789472
20030817	,24.20759493670886
20030818	,23.083116883116883
20030819	,22.4
20030820	,24.3171052631579
20030821	,28.88552631578947
20030822	,20.275000000000002
20030823	,18.164473684210527
20030824	,17.242105263157896
20030825	,23.81645569620253
20030826	,26.575862068965517
20030827	,23.625609756097564
20030828	,24.02467532467532
20030829	,24.992307692307694
20030830	,20.41686746987952
20030831	,18.247500000000002
20030901	,17.39090909090909
20030902	,19.091111111111115
20030903	,18.653061224489797
20030904	,18.356578947368423
20030905	,16.242105263157892
20030906	,18.7578947368421
20030907	,22.335526315789473
20030908	,21.501190476190477
20030909	,20.175675675675677
20030910	,21.150602409638555
20030911	,22.658227848101262
20030912	,20.840963855421688
20030913	,22.72790697674418
20030914	,19.559999999999995
20030915	,17.26842105263158
20030916	,18.781578947368423
20030917	,20.247999999999994
20030918	,20.054430379746837
20030919	,16.838823529411766
20030920	,13.422972972972975
20030921	,15.217105263157896
20030922	,17.622826086956522
20030923	,14.51025641025641
20030924	,17.48815789473684
20030925	,11.98051948051948
20030926	,12.494623655913978
20030927	,12.073809523809524
20030928	,10.428048780487806
20030929	,9.176923076923075
20030930	,9.02266666666667
20031001	,6.550684931506848
20031002	,4.940789473684211
20031003	,7.436904761904761
20031004	,9.406578947368422
20031005	,8.677631578947368
20031006	,9.406578947368422
20031007	,14.486842105263158
20031008	,19.439473684210522
20031009	,17.175324675324678
20031010	,15.459999999999999
20031011	,16.70224719101124
20031012	,15.531707317073172
20031013	,14.304347826086959
20031014	,11.868269230769224
20031015	,10.593333333333335
20031016	,9.638157894736842
20031017	,6.764102564102566
20031018	,11.822666666666665
20031019	,13.38421052631579
20031020	,16.79736842105263
20031021	,16.539473684210524
20031022	,8.700000000000001
20031023	,8.971794871794867
20031024	,7.876666666666662
20031025	,11.138749999999998
20031026	,6.032051282051283
20031027	,3.707407407407408
20031028	,7.3741935483870975
20031029	,5.6975
20031030	,11.11842105263158
20031031	,17.248101265822783
20031101	,8.665957446808513
20031102	,9.744881889763779
20031103	,9.333944954128437
20031104	,11.807407407407405
20031105	,8.221874999999999
20031106	,3.4075949367088607
20031107	,1.3697368421052634
20031108	,-1.9839506172839505
20031109	,-0.2562500000000001
20031110	,2.6868421052631577
20031111	,10.593814432989692
20031112	,6.600000000000001
20031113	,2.0259740259740258
20031114	,2.1720000000000006
20031115	,4.789411764705881
20031116	,6.5617021276595775
20031117	,6.09847328244275
20031118	,13.267968750000001
20031119	,8.889285714285714
20031120	,9.369736842105263
20031121	,8.791139240506332
20031122	,7.855913978494625
20031123	,12.868571428571432
